USER_ID,age,ind_nuevo,antiguedad,renta,segmento
431854,45,0,129,102999.75,02 - PARTICULARES
431920,46,0,143,147641.88,02 - PARTICULARES
431940,55,0,143,101258.37,02 - PARTICULARES
432018,51,0,143,101092.95,02 - PARTICULARES
432028,49,0,143,84703.65,02 - PARTICULARES
432204,68,0,143,504150.87,02 - PARTICULARES
432252,44,0,143,105832.5,02 - PARTICULARES
432292,77,0,105,75901.95000000001,02 - PARTICULARES
432314,42,0,143,497729.22,02 - PARTICULARES
432325,35,0,45,62955.15,02 - PARTICULARES
432348,49,0,143,91533.24,02 - PARTICULARES
432368,32,0,17,211533.0,02 - PARTICULARES
432384,42,0,143,99436.92,02 - PARTICULARES
432537,41,0,143,75864.42,02 - PARTICULARES
432561,39,0,143,509781.03,02 - PARTICULARES
432631,64,0,143,43189.29,02 - PARTICULARES
432656,44,0,143,127590.15,02 - PARTICULARES
432723,92,0,143,136978.88999999998,01 - TOP
432785,52,0,143,41550.54,02 - PARTICULARES
432787,42,0,143,190846.89,02 - PARTICULARES
432837,43,0,143,50289.39,02 - PARTICULARES
432842,52,0,143,301933.41000000003,02 - PARTICULARES
433045,83,0,143,85689.09,02 - PARTICULARES
433070,39,0,143,380446.35,01 - TOP
433083,61,0,143,60080.91,02 - PARTICULARES
433096,85,0,143,42446.64,02 - PARTICULARES
433143,64,0,144,318760.53,02 - PARTICULARES
433377,45,0,143,411503.49,02 - PARTICULARES
433405,42,0,51,97273.62,02 - PARTICULARES
433491,47,0,142,116011.17,02 - PARTICULARES
433555,51,0,142,282857.52,02 - PARTICULARES
433614,45,0,142,137755.59,02 - PARTICULARES
433711,42,0,142,99832.35,02 - PARTICULARES
433896,45,0,142,142341.12,02 - PARTICULARES
433927,46,0,142,137717.7,02 - PARTICULARES
433929,39,0,142,97498.71,02 - PARTICULARES
433942,72,0,142,206089.8,02 - PARTICULARES
434033,55,0,142,175854.3,02 - PARTICULARES
434080,40,0,142,81354.69,02 - PARTICULARES
434222,49,0,142,42815.61,02 - PARTICULARES
434294,44,0,142,99489.93,02 - PARTICULARES
434327,34,0,142,151609.62,02 - PARTICULARES
434335,69,0,142,60199.53,02 - PARTICULARES
434338,59,0,142,75603.51,02 - PARTICULARES
434349,53,0,142,136169.40000000002,01 - TOP
434478,52,0,142,142341.12,02 - PARTICULARES
434507,51,0,142,221721.75,02 - PARTICULARES
434538,42,0,142,104767.13999999998,01 - TOP
434568,42,0,142,39975.96,02 - PARTICULARES
434674,45,0,142,463625.16,02 - PARTICULARES
434751,49,0,142,53007.84,02 - PARTICULARES
434850,41,0,142,975166.08,02 - PARTICULARES
434890,34,0,142,41884.53,02 - PARTICULARES
434893,47,0,142,72947.52,02 - PARTICULARES
434962,46,0,142,187453.02,01 - TOP
434978,16,0,142,87427.65,02 - PARTICULARES
435048,81,0,142,163033.62,02 - PARTICULARES
435132,43,0,142,71044.5,02 - PARTICULARES
435168,63,0,142,181923.06,02 - PARTICULARES
435189,94,0,142,67725.48,02 - PARTICULARES
435228,40,0,142,83425.79999999999,02 - PARTICULARES
435271,43,0,142,128318.52,02 - PARTICULARES
435343,48,0,142,166777.11000000002,02 - PARTICULARES
435370,61,0,142,99832.35,02 - PARTICULARES
435486,37,0,142,71777.58,02 - PARTICULARES
435572,52,0,142,142341.12,02 - PARTICULARES
435672,65,0,142,111634.88999999998,02 - PARTICULARES
435839,16,0,142,265698.33,02 - PARTICULARES
435902,45,0,142,182094.72,02 - PARTICULARES
436107,81,0,142,142341.12,01 - TOP
436201,34,0,142,81779.73,02 - PARTICULARES
436355,39,0,142,97126.71,02 - PARTICULARES
436379,54,0,142,99436.92,02 - PARTICULARES
436416,76,0,142,49129.53,02 - PARTICULARES
436417,44,0,142,192567.72,02 - PARTICULARES
436522,14,0,142,80538.6,02 - PARTICULARES
436588,74,0,142,440966.01,02 - PARTICULARES
436607,35,0,142,87285.78,02 - PARTICULARES
436806,43,0,142,109481.85,02 - PARTICULARES
436808,38,0,142,65387.06999999999,02 - PARTICULARES
436908,71,0,142,74607.09,02 - PARTICULARES
436932,51,0,141,113609.34,02 - PARTICULARES
436952,63,0,142,39975.96,02 - PARTICULARES
436962,41,0,142,74607.09,02 - PARTICULARES
437135,72,0,142,114297.33,02 - PARTICULARES
437246,64,0,142,54007.71,02 - PARTICULARES
437302,24,0,142,112462.68,02 - PARTICULARES
437388,18,0,142,158074.71,02 - PARTICULARES
437410,42,0,33,97498.71,02 - PARTICULARES
437415,54,0,142,94891.02,02 - PARTICULARES
437442,43,0,142,142341.12,02 - PARTICULARES
437461,75,0,7,143420.82,01 - TOP
437472,67,0,142,120413.63999999998,02 - PARTICULARES
437499,42,0,137,99436.92,02 - PARTICULARES
437643,61,0,142,101309.22,02 - PARTICULARES
437793,43,0,142,35169.54,02 - PARTICULARES
437803,43,0,142,306704.13,02 - PARTICULARES
437816,57,0,142,88565.16,02 - PARTICULARES
437831,72,0,142,147378.3,02 - PARTICULARES
437899,51,0,142,132572.76,02 - PARTICULARES
437963,63,0,141,104795.94,02 - PARTICULARES
438074,45,0,141,41721.75,02 - PARTICULARES
438181,43,0,141,116684.58,02 - PARTICULARES
438199,50,0,141,85794.93000000001,02 - PARTICULARES
438248,38,0,162,70620.51,02 - PARTICULARES
438253,40,0,141,187181.13,02 - PARTICULARES
438365,47,0,112,84124.02,02 - PARTICULARES
438420,55,0,141,474563.34,02 - PARTICULARES
438458,47,0,141,109965.42,02 - PARTICULARES
438729,49,0,141,73254.0,02 - PARTICULARES
438911,46,0,141,151561.29,02 - PARTICULARES
439052,40,0,141,47466.84,02 - PARTICULARES
439120,50,0,141,89830.79999999997,02 - PARTICULARES
439170,56,0,128,170335.47,02 - PARTICULARES
439426,76,0,90,122029.8,02 - PARTICULARES
439535,50,0,141,89371.08,02 - PARTICULARES
439542,38,0,141,122576.55,02 - PARTICULARES
439557,38,0,141,68106.33,02 - PARTICULARES
439668,37,0,141,70830.63,02 - PARTICULARES
439781,35,0,141,142341.12,02 - PARTICULARES
439951,73,0,141,228100.74,02 - PARTICULARES
439957,50,0,141,122640.0,02 - PARTICULARES
439980,41,0,141,50907.54,02 - PARTICULARES
440096,40,0,141,115199.63999999998,02 - PARTICULARES
440149,38,0,141,39975.96,02 - PARTICULARES
440171,36,0,141,260394.06,02 - PARTICULARES
440189,40,0,141,83650.77,02 - PARTICULARES
440274,45,0,141,129436.13999999998,02 - PARTICULARES
440276,44,0,141,30749.82,02 - PARTICULARES
440426,47,0,141,39975.96,02 - PARTICULARES
440480,52,0,141,188907.12,02 - PARTICULARES
440497,49,0,141,185620.65,02 - PARTICULARES
440624,44,0,141,110646.84,02 - PARTICULARES
440734,80,0,141,90004.44,02 - PARTICULARES
440753,42,0,141,172225.16999999998,02 - PARTICULARES
440835,56,0,140,152476.29,02 - PARTICULARES
440870,37,0,141,92897.01,02 - PARTICULARES
440882,63,0,141,207240.39,01 - TOP
441027,40,0,141,91540.29,02 - PARTICULARES
441048,51,0,141,180579.69,02 - PARTICULARES
441060,52,0,141,46146.51,02 - PARTICULARES
441068,50,0,141,205477.56,02 - PARTICULARES
441123,62,0,29,125565.0,02 - PARTICULARES
441168,50,0,141,108256.77,02 - PARTICULARES
441330,38,0,141,146006.61000000002,02 - PARTICULARES
441360,38,0,141,158406.18,02 - PARTICULARES
441384,41,0,140,58417.59,02 - PARTICULARES
441503,50,0,141,177898.26,03 - UNIVERSITARIO
441537,47,0,141,129153.75,02 - PARTICULARES
441539,44,0,141,209386.02,02 - PARTICULARES
441778,42,0,115,105506.16,01 - TOP
441946,36,0,130,71357.79000000001,02 - PARTICULARES
442057,47,0,141,142341.12,02 - PARTICULARES
442075,67,0,141,325737.03,02 - PARTICULARES
442126,54,0,141,146972.84999999998,01 - TOP
442270,70,0,141,110928.15,02 - PARTICULARES
442352,41,0,141,251513.97000000003,02 - PARTICULARES
442446,57,0,74,110319.21,02 - PARTICULARES
442499,62,0,141,178809.59999999995,02 - PARTICULARES
442509,65,0,141,151536.57,01 - TOP
442602,46,0,99,91457.16,02 - PARTICULARES
442615,83,0,141,224097.63,02 - PARTICULARES
442620,39,0,79,129620.28,02 - PARTICULARES
442653,32,0,140,249752.43,02 - PARTICULARES
442738,52,0,140,45196.83,02 - PARTICULARES
442821,66,0,140,142341.12,02 - PARTICULARES
442848,38,0,140,153578.19,01 - TOP
442900,39,0,140,95218.71,02 - PARTICULARES
442935,37,0,140,142341.12,02 - PARTICULARES
443012,58,0,140,172574.40000000002,02 - PARTICULARES
443073,51,0,140,103275.63,02 - PARTICULARES
443386,52,0,140,58710.45,02 - PARTICULARES
443387,46,0,140,195661.08,02 - PARTICULARES
443397,42,0,132,193375.53,02 - PARTICULARES
443482,42,0,138,73937.49,02 - PARTICULARES
443526,39,0,140,100212.42,02 - PARTICULARES
443537,32,0,140,47535.87,02 - PARTICULARES
443555,41,0,138,393295.77,02 - PARTICULARES
443600,43,0,140,101268.03,02 - PARTICULARES
443868,45,0,140,88665.29999999997,02 - PARTICULARES
443936,28,0,135,129436.13999999998,03 - UNIVERSITARIO
443948,81,0,140,22176.21,02 - PARTICULARES
444042,44,0,140,187460.04,02 - PARTICULARES
444160,48,0,136,240434.34,01 - TOP
444207,44,0,128,68791.95000000001,02 - PARTICULARES
444250,42,0,140,107838.93,02 - PARTICULARES
444370,46,0,140,102919.62,02 - PARTICULARES
444391,60,0,140,137640.59999999998,02 - PARTICULARES
444494,68,0,140,301575.48,02 - PARTICULARES
444540,48,0,140,123458.63999999998,02 - PARTICULARES
444581,83,0,140,179707.91999999995,02 - PARTICULARES
444666,65,0,140,183579.06,02 - PARTICULARES
444735,89,0,140,129436.13999999998,02 - PARTICULARES
444741,57,0,140,63986.94,02 - PARTICULARES
444996,40,0,140,125085.42,02 - PARTICULARES
445016,54,0,140,85382.81999999999,02 - PARTICULARES
445066,48,0,140,127896.09,02 - PARTICULARES
445100,25,0,57,95941.5,02 - PARTICULARES
445188,39,0,140,104779.11000000002,02 - PARTICULARES
445262,36,0,140,152357.66999999998,02 - PARTICULARES
445335,54,0,140,146778.24,02 - PARTICULARES
445342,44,0,140,208450.5,02 - PARTICULARES
445426,73,0,129,78911.01,02 - PARTICULARES
445436,62,0,140,155947.95,02 - PARTICULARES
445723,47,0,140,209595.96,02 - PARTICULARES
445733,44,0,140,50742.9,02 - PARTICULARES
446038,46,0,140,58821.72,02 - PARTICULARES
446106,86,0,140,100119.87,02 - PARTICULARES
446178,85,0,140,175765.2,02 - PARTICULARES
446524,54,0,140,121495.2,02 - PARTICULARES
446556,53,0,140,89643.78,02 - PARTICULARES
446889,79,0,140,142341.12,02 - PARTICULARES
446956,41,0,140,111197.97,02 - PARTICULARES
447054,47,0,140,99436.92,02 - PARTICULARES
447160,58,0,140,245278.77,02 - PARTICULARES
447211,47,0,140,99953.67,02 - PARTICULARES
447230,66,0,140,329087.91000000003,02 - PARTICULARES
447292,42,0,140,105863.22,02 - PARTICULARES
447309,13,0,140,36660.0,02 - PARTICULARES
447346,69,0,140,245628.75,02 - PARTICULARES
447504,41,0,140,68282.97,02 - PARTICULARES
447534,43,0,140,112433.85,02 - PARTICULARES
447559,55,0,140,173925.51,02 - PARTICULARES
447616,41,0,139,84051.51,02 - PARTICULARES
447655,46,0,139,134647.23,02 - PARTICULARES
447790,50,0,139,388617.48,02 - PARTICULARES
447900,40,0,139,100655.28,02 - PARTICULARES
447906,20,0,139,577376.73,02 - PARTICULARES
447908,68,0,139,138043.83000000002,02 - PARTICULARES
448074,62,0,139,112491.27,02 - PARTICULARES
448144,54,0,139,239719.2,02 - PARTICULARES
448168,42,0,139,77658.15,02 - PARTICULARES
448204,39,0,139,79538.01,02 - PARTICULARES
448653,21,0,139,107271.24,03 - UNIVERSITARIO
448659,38,0,139,137353.59,02 - PARTICULARES
448770,65,0,139,47025.60000000001,02 - PARTICULARES
448811,33,0,139,97498.71,02 - PARTICULARES
448971,46,0,139,77137.08,02 - PARTICULARES
449027,25,0,139,279635.04,02 - PARTICULARES
449078,78,0,116,80078.01,02 - PARTICULARES
449156,41,0,139,74607.09,02 - PARTICULARES
449229,44,0,132,150297.09,01 - TOP
449243,15,0,139,74877.51,02 - PARTICULARES
449255,50,0,139,129805.86000000002,02 - PARTICULARES
449364,38,0,139,44797.05,02 - PARTICULARES
449596,51,0,139,119129.34,02 - PARTICULARES
449641,51,0,139,167954.84999999998,02 - PARTICULARES
449667,71,0,139,161656.53,02 - PARTICULARES
449670,16,0,139,158207.25,02 - PARTICULARES
449701,48,0,139,64387.62,02 - PARTICULARES
449925,48,0,139,76745.22,02 - PARTICULARES
449952,88,0,139,99436.92,02 - PARTICULARES
450104,25,0,139,227238.33,03 - UNIVERSITARIO
450168,58,0,139,88659.78,02 - PARTICULARES
450220,34,0,139,146013.69,02 - PARTICULARES
450223,74,0,137,48986.01,02 - PARTICULARES
450245,48,0,139,148726.44,02 - PARTICULARES
450284,35,0,139,77666.25,02 - PARTICULARES
450321,39,0,139,142341.12,02 - PARTICULARES
450373,82,0,139,75603.51,02 - PARTICULARES
450408,47,0,139,139524.48,02 - PARTICULARES
450486,40,0,139,35724.270000000004,02 - PARTICULARES
450570,41,0,139,93732.75,02 - PARTICULARES
450646,26,0,139,52018.83,03 - UNIVERSITARIO
450680,46,0,139,164980.05,02 - PARTICULARES
450762,68,0,139,95941.5,02 - PARTICULARES
450791,37,0,139,318359.04,02 - PARTICULARES
450884,49,0,139,356974.56,02 - PARTICULARES
450910,47,0,139,77155.89,02 - PARTICULARES
450926,36,0,124,127000.02,02 - PARTICULARES
450967,65,0,139,129842.94,02 - PARTICULARES
450994,18,0,139,115555.13999999998,02 - PARTICULARES
451084,19,0,139,1219865.94,02 - PARTICULARES
451304,19,0,139,83877.12,02 - PARTICULARES
451378,74,0,139,229751.91,02 - PARTICULARES
451488,67,0,139,202361.28,01 - TOP
451540,41,0,138,95178.33,02 - PARTICULARES
451590,39,0,138,76049.94,02 - PARTICULARES
451629,40,0,138,142341.12,02 - PARTICULARES
451703,48,0,173,144656.91,02 - PARTICULARES
451745,45,0,138,54940.86,02 - PARTICULARES
451809,47,0,138,129582.15,02 - PARTICULARES
451812,23,0,138,152295.99,03 - UNIVERSITARIO
451839,44,0,138,88978.035,02 - PARTICULARES
451841,49,0,138,165649.77,02 - PARTICULARES
451843,47,0,138,41345.37,02 - PARTICULARES
452032,45,0,138,86097.78,02 - PARTICULARES
452121,41,0,138,130961.82,02 - PARTICULARES
452227,26,0,138,62601.36,02 - PARTICULARES
452291,49,0,138,100627.23,02 - PARTICULARES
452346,25,0,138,79904.1,02 - PARTICULARES
452652,65,0,138,55843.41,02 - PARTICULARES
452894,13,0,138,67127.61,02 - PARTICULARES
452930,52,0,112,220675.95,02 - PARTICULARES
452937,40,0,138,129196.53,02 - PARTICULARES
452951,59,0,138,153891.12,02 - PARTICULARES
452970,14,0,138,142341.12,02 - PARTICULARES
453027,66,0,138,230869.83,01 - TOP
453062,41,0,138,89830.79999999997,02 - PARTICULARES
453308,51,0,118,65162.55,02 - PARTICULARES
453322,45,0,138,293003.61,02 - PARTICULARES
453336,89,0,138,142341.12,02 - PARTICULARES
453456,51,0,138,39975.96,02 - PARTICULARES
453457,48,0,138,99348.93,02 - PARTICULARES
453498,45,0,138,88342.65,02 - PARTICULARES
453580,47,0,138,182999.13,02 - PARTICULARES
453603,28,0,34,200201.28,03 - UNIVERSITARIO
453639,21,0,12,57229.59,03 - UNIVERSITARIO
453751,45,0,138,45781.89,02 - PARTICULARES
453776,62,0,138,56732.4,02 - PARTICULARES
453777,45,0,138,173703.84,02 - PARTICULARES
453852,43,0,138,69734.1,02 - PARTICULARES
454053,35,0,138,212302.83,01 - TOP
454094,46,0,200,157355.04,02 - PARTICULARES
454130,24,0,138,75130.86,02 - PARTICULARES
454132,68,0,138,237918.48,02 - PARTICULARES
454239,30,0,138,78510.99,03 - UNIVERSITARIO
454259,41,0,138,61523.76,02 - PARTICULARES
454482,39,0,138,74237.22,02 - PARTICULARES
454493,59,0,138,69186.78,02 - PARTICULARES
454511,43,0,138,71287.14,02 - PARTICULARES
454635,41,0,138,60591.66,02 - PARTICULARES
454649,38,0,138,155111.13,02 - PARTICULARES
454705,57,0,138,198462.63,02 - PARTICULARES
454716,46,0,44,193628.31,02 - PARTICULARES
454721,46,0,138,96585.0,02 - PARTICULARES
454742,49,0,138,202172.28,02 - PARTICULARES
454861,31,0,138,99693.09,01 - TOP
454862,27,0,138,176823.84,02 - PARTICULARES
454868,62,0,138,171600.63,02 - PARTICULARES
454983,30,0,57,39975.96,02 - PARTICULARES
455091,64,0,138,46008.57,02 - PARTICULARES
455170,58,0,138,182298.06,01 - TOP
455191,41,0,138,123008.52,02 - PARTICULARES
455198,50,0,138,137272.56,02 - PARTICULARES
455333,41,0,138,87576.15,02 - PARTICULARES
455580,23,0,138,225502.83,03 - UNIVERSITARIO
455736,41,0,138,97664.79,01 - TOP
455817,54,0,138,55803.96,02 - PARTICULARES
455972,68,0,138,39975.96,02 - PARTICULARES
456022,40,0,89,129436.13999999998,02 - PARTICULARES
456032,40,0,138,125710.56,02 - PARTICULARES
456327,68,0,138,162485.31,02 - PARTICULARES
456387,52,0,138,35607.66,02 - PARTICULARES
456441,49,0,138,169241.63999999998,02 - PARTICULARES
456474,41,0,138,54069.03,02 - PARTICULARES
456504,87,0,138,131704.16999999998,02 - PARTICULARES
456681,83,0,137,109177.29,02 - PARTICULARES
456732,49,0,138,200770.89,02 - PARTICULARES
456933,49,0,137,734884.38,02 - PARTICULARES
456943,51,0,137,143269.11000000002,02 - PARTICULARES
457321,78,0,137,178885.62,02 - PARTICULARES
457322,57,0,137,143016.09,02 - PARTICULARES
457385,44,0,137,275523.78,02 - PARTICULARES
457445,60,0,137,417304.77,02 - PARTICULARES
457448,73,0,137,155344.16999999998,02 - PARTICULARES
457496,47,0,137,64160.94,02 - PARTICULARES
457521,36,0,137,132347.66999999998,02 - PARTICULARES
457609,40,0,137,103762.62,01 - TOP
457674,45,0,137,68689.20000000001,02 - PARTICULARES
457935,40,0,137,186553.65,02 - PARTICULARES
458044,60,0,137,103489.32,02 - PARTICULARES
458102,56,0,137,182503.53,01 - TOP
458153,58,0,137,87773.97,02 - PARTICULARES
458162,61,0,137,243220.23,02 - PARTICULARES
458349,57,0,137,152622.72,02 - PARTICULARES
458372,79,0,137,142341.12,02 - PARTICULARES
458420,42,0,136,142341.12,02 - PARTICULARES
458570,46,0,137,99436.92,03 - UNIVERSITARIO
458596,64,0,137,179341.29,02 - PARTICULARES
458751,49,0,137,147143.43,02 - PARTICULARES
458781,33,0,137,164627.25,02 - PARTICULARES
458833,59,0,137,125682.36000000002,02 - PARTICULARES
458895,53,0,124,75348.87,02 - PARTICULARES
459081,42,0,137,106590.12,02 - PARTICULARES
459130,58,0,137,106635.81,02 - PARTICULARES
459177,44,0,137,75490.56,02 - PARTICULARES
459240,55,0,137,129436.13999999998,02 - PARTICULARES
459279,48,0,123,34046.22,02 - PARTICULARES
459336,45,0,137,83872.86,01 - TOP
459398,38,0,137,93971.76,02 - PARTICULARES
459472,42,0,137,101777.88,02 - PARTICULARES
459477,93,0,137,109711.26,02 - PARTICULARES
459492,40,0,137,52005.63,02 - PARTICULARES
459532,69,0,137,278229.69,02 - PARTICULARES
459533,72,0,137,45509.34,01 - TOP
459573,49,0,137,102920.58,02 - PARTICULARES
459765,49,0,137,72357.81,02 - PARTICULARES
459842,33,0,137,71767.02,02 - PARTICULARES
460026,56,0,137,202820.76,02 - PARTICULARES
460045,42,0,137,110863.56,02 - PARTICULARES
460236,33,0,137,120706.92,03 - UNIVERSITARIO
460264,46,0,136,63717.39,02 - PARTICULARES
460279,41,0,137,228470.1,02 - PARTICULARES
460533,63,0,137,40505.58,02 - PARTICULARES
460829,52,0,137,54419.79,02 - PARTICULARES
460994,69,0,137,50875.44,02 - PARTICULARES
461060,34,0,137,136817.63999999998,02 - PARTICULARES
461184,54,0,137,172779.21,02 - PARTICULARES
461255,48,0,137,41834.13,02 - PARTICULARES
461335,53,0,137,74380.77,02 - PARTICULARES
461346,82,0,137,74826.72,02 - PARTICULARES
461563,48,0,137,89774.1,02 - PARTICULARES
461689,47,0,137,329075.25,02 - PARTICULARES
461695,73,0,137,443170.5,02 - PARTICULARES
461703,59,0,137,147489.33000000002,02 - PARTICULARES
461769,39,0,137,83865.12,02 - PARTICULARES
461880,59,0,136,129370.44,02 - PARTICULARES
462215,41,0,137,166935.03,02 - PARTICULARES
462219,48,0,137,15859.5,02 - PARTICULARES
462239,52,0,137,99436.92,02 - PARTICULARES
462463,38,0,136,405071.58,02 - PARTICULARES
462618,38,0,136,142304.88,02 - PARTICULARES
462683,47,0,136,147095.91,02 - PARTICULARES
462708,41,0,136,107184.12,02 - PARTICULARES
462723,49,0,136,193533.45,02 - PARTICULARES
462768,43,0,136,96068.13,02 - PARTICULARES
462817,38,0,136,148778.97,02 - PARTICULARES
462955,51,0,136,99607.88999999998,02 - PARTICULARES
462958,46,0,136,111443.91,02 - PARTICULARES
463046,51,0,136,121395.03,02 - PARTICULARES
463136,57,0,136,99832.35,02 - PARTICULARES
463194,42,0,136,170189.97,02 - PARTICULARES
463340,67,0,136,74607.09,02 - PARTICULARES
463459,40,0,136,59733.84,02 - PARTICULARES
463507,39,0,136,92897.01,02 - PARTICULARES
463563,71,0,136,39975.96,02 - PARTICULARES
463644,47,0,136,105194.01,02 - PARTICULARES
463725,49,0,136,242100.54,01 - TOP
463733,43,0,136,39975.96,02 - PARTICULARES
463849,45,0,133,131744.13,02 - PARTICULARES
463853,42,0,136,82066.86,02 - PARTICULARES
463863,47,0,136,67525.65,02 - PARTICULARES
463898,50,0,136,39975.96,02 - PARTICULARES
464053,38,0,136,109802.94,02 - PARTICULARES
464118,48,0,136,33378.18,01 - TOP
464135,45,0,136,73146.54000000001,02 - PARTICULARES
464157,57,0,136,39975.96,01 - TOP
464434,61,0,136,93099.72,02 - PARTICULARES
464467,76,0,136,74728.14,02 - PARTICULARES
464521,36,0,136,101373.66,02 - PARTICULARES
464671,45,0,136,165498.03,02 - PARTICULARES
464686,54,0,136,147358.8,02 - PARTICULARES
464811,49,0,136,39975.96,02 - PARTICULARES
464833,64,0,136,104897.13,02 - PARTICULARES
464880,46,0,136,61817.61,02 - PARTICULARES
465160,43,0,127,77778.93000000001,02 - PARTICULARES
465185,50,0,136,175964.43,02 - PARTICULARES
465226,62,0,136,53458.35000000001,02 - PARTICULARES
465267,38,0,127,321980.82,02 - PARTICULARES
465276,47,0,136,122347.71,02 - PARTICULARES
465300,74,0,136,147763.59,02 - PARTICULARES
465307,35,0,136,161178.90000000002,02 - PARTICULARES
465401,79,0,136,102113.7,02 - PARTICULARES
465468,65,0,90,155457.38999999998,02 - PARTICULARES
465490,67,0,136,229408.92,02 - PARTICULARES
465554,38,0,136,92897.01,02 - PARTICULARES
465898,46,0,136,187041.81,01 - TOP
465957,38,0,136,71107.17,02 - PARTICULARES
466030,42,0,136,44963.91,02 - PARTICULARES
466165,24,0,136,129436.13999999998,02 - PARTICULARES
466210,40,0,136,105321.51,02 - PARTICULARES
466217,40,0,136,132956.04,01 - TOP
466255,47,0,136,166567.88999999998,02 - PARTICULARES
466259,32,0,136,30764.49,02 - PARTICULARES
466363,22,0,136,99436.92,02 - PARTICULARES
466427,44,0,136,107488.35,02 - PARTICULARES
466512,76,0,136,58949.46,02 - PARTICULARES
466518,53,0,136,162698.58000000002,02 - PARTICULARES
466599,41,0,136,110842.83,02 - PARTICULARES
466603,75,0,131,67635.78,01 - TOP
466663,39,0,136,97677.69,02 - PARTICULARES
466751,43,0,136,39975.96,02 - PARTICULARES
466866,71,0,136,86787.09,02 - PARTICULARES
466907,51,0,136,155174.61000000002,02 - PARTICULARES
466944,45,0,136,103421.52,01 - TOP
467158,42,0,135,49183.14,02 - PARTICULARES
467174,37,0,135,164082.93,02 - PARTICULARES
467345,61,0,135,129436.13999999998,02 - PARTICULARES
467478,44,0,135,64438.74000000001,02 - PARTICULARES
467615,66,0,135,142341.12,02 - PARTICULARES
467666,43,0,135,32320.68,02 - PARTICULARES
467668,44,0,135,309237.09,02 - PARTICULARES
467708,49,0,135,108959.52,02 - PARTICULARES
467732,13,0,135,130726.2,02 - PARTICULARES
467741,41,0,135,244777.8,02 - PARTICULARES
467851,47,0,135,81354.69,02 - PARTICULARES
467983,47,0,135,406804.56,02 - PARTICULARES
467984,42,0,135,147463.65000000002,02 - PARTICULARES
468047,42,0,135,91673.25,02 - PARTICULARES
468297,50,0,135,65683.77,02 - PARTICULARES
468309,56,0,135,135147.33000000002,02 - PARTICULARES
468402,28,0,135,61712.49000000001,02 - PARTICULARES
468537,42,0,135,117570.3,02 - PARTICULARES
468607,45,0,135,84932.91,02 - PARTICULARES
468707,63,0,135,67205.43000000001,02 - PARTICULARES
468869,47,0,135,94561.08,02 - PARTICULARES
468968,14,0,135,57899.73,02 - PARTICULARES
469014,32,0,135,158231.04,02 - PARTICULARES
469021,49,0,135,156904.2,02 - PARTICULARES
469172,43,0,135,58721.01,02 - PARTICULARES
469173,48,0,135,302949.99,02 - PARTICULARES
469233,38,0,135,81210.09,02 - PARTICULARES
469259,38,0,135,63382.59,02 - PARTICULARES
469341,61,0,135,274172.46,02 - PARTICULARES
469410,59,0,135,33257.76,02 - PARTICULARES
469451,53,0,20,295457.07,02 - PARTICULARES
469463,13,0,135,70169.49,02 - PARTICULARES
469495,49,0,135,54842.64,02 - PARTICULARES
469518,53,0,135,107920.13999999998,01 - TOP
469531,41,0,135,782461.05,02 - PARTICULARES
469615,49,0,135,101231.82,02 - PARTICULARES
469825,39,0,135,107394.15,02 - PARTICULARES
470189,48,0,135,193533.45,02 - PARTICULARES
470345,61,0,135,142341.12,02 - PARTICULARES
470360,26,0,135,151818.75,02 - PARTICULARES
470400,39,0,135,123480.36000000002,02 - PARTICULARES
470472,31,0,135,150475.77,02 - PARTICULARES
470493,51,0,123,175055.16,01 - TOP
470701,75,0,135,369457.0500000001,02 - PARTICULARES
470710,97,0,135,159256.05,02 - PARTICULARES
470758,39,0,135,101020.83,02 - PARTICULARES
470761,51,0,135,89830.79999999997,02 - PARTICULARES
470779,43,0,135,186247.83,01 - TOP
470814,41,0,135,76108.92,02 - PARTICULARES
470838,52,0,135,175450.26,02 - PARTICULARES
471041,52,0,135,58493.73,02 - PARTICULARES
471233,49,0,135,83534.01,02 - PARTICULARES
471274,52,0,132,93909.24,02 - PARTICULARES
471281,34,0,135,163347.27,02 - PARTICULARES
471326,55,0,135,126517.23,02 - PARTICULARES
471513,51,0,134,146746.02,02 - PARTICULARES
471587,66,0,134,339323.76,02 - PARTICULARES
471706,43,0,10,88886.67,02 - PARTICULARES
471728,78,0,134,233363.64,02 - PARTICULARES
471779,41,0,134,48324.3,02 - PARTICULARES
471784,38,0,134,294298.59,02 - PARTICULARES
471856,72,0,134,298196.94,02 - PARTICULARES
471908,77,0,134,106023.15,02 - PARTICULARES
471951,58,0,134,141726.38999999998,02 - PARTICULARES
472017,92,0,134,99436.92,02 - PARTICULARES
472059,43,0,134,39975.96,02 - PARTICULARES
472115,51,0,134,103069.88999999998,02 - PARTICULARES
472196,40,0,134,142341.12,02 - PARTICULARES
472231,58,0,134,480736.2,02 - PARTICULARES
472275,55,0,134,1974959.37,02 - PARTICULARES
472299,36,0,134,100275.06,02 - PARTICULARES
472365,42,0,134,42585.15,02 - PARTICULARES
472480,53,0,134,168914.34,02 - PARTICULARES
472620,65,0,134,165305.66999999998,02 - PARTICULARES
472644,39,0,134,89857.08,02 - PARTICULARES
472827,71,0,134,104897.13,02 - PARTICULARES
472881,38,0,134,59845.77,02 - PARTICULARES
472911,52,0,134,74607.09,02 - PARTICULARES
